timestamp,actual,predicted,anomaly_score
2014-02-11 15:20:00,Rotavirus 2,Penumococcal 1,0
2014-02-16 08:00:00,OPV-0,Penumococcal 1,1
2014-02-16 08:20:00,OPV-0,Penumococcal 1,0
2014-02-18 08:00:00,OPV-2,Measles 1,0
2014-02-18 08:20:00,DPT-HepB-Hib 2,Yellow Fever,0
2014-02-18 08:40:00,Penumococcal 2,Penumococcal 1,0
2014-02-18 09:00:00,Rotavirus 2,OPV-1,0
2014-02-18 09:20:00,Vitamin A (12month),Penumococcal 1,1
2014-02-18 09:40:00,Vitamin A (12month),Measles 1,1
2014-02-18 10:00:00,OPV-1,Measles 2 ,1
2014-02-18 10:20:00,DPT-HepB-Hib1,Penumococcal 1,0
2014-02-18 10:40:00,Penumococcal 1,Rotavirus-1,0
2014-02-18 11:00:00,Rotavirus-1,Rotavirus-1,0
2014-02-18 11:20:00,OPV-1,Penumococcal 1,0
2014-02-18 11:40:00,DPT-HepB-Hib1,Measles 1,0
2014-02-18 12:00:00,Penumococcal 1,Measles 2 ,0
2014-02-18 12:20:00,Rotavirus-1,Penumococcal 1,0
2014-02-18 12:40:00,Vitamin A (6month),Penumococcal 1,1
2014-02-18 13:00:00,Vitamin A (6month),Rotavirus-1,0
2014-02-18 13:20:00,Vitamin A (6month),Measles 2 ,0
2014-02-18 13:40:00,OPV-1,Vitamin A(18 month),1
2014-02-18 14:00:00,DPT-HepB-Hib1,Penumococcal 1,0
2014-02-18 14:20:00,Penumococcal 1,Penumococcal 1,0
2014-02-18 14:40:00,Rotavirus-1,OPV-0,0
2014-02-18 15:00:00,OPV-1,OPV-2,0
2014-02-18 15:20:00,DPT-HepB-Hib1,DPT-HepB-Hib 2,0
2014-02-18 15:40:00,Penumococcal 1,Vitamin A(18 month),0
2014-02-18 16:00:00,Rotavirus-1,Yellow Fever,0
2014-02-18 16:20:00,Vitamin A (12month),Yellow Fever,1
2014-02-18 16:40:00,Vitamin A (12month),OPV-2,0
2014-02-24 08:00:00,DPT-HepB-Hib-3,Yellow Fever,1
2014-02-25 08:20:00,OPV-1,DPT-HepB-Hib 2,1
2014-02-25 08:40:00,DPT-HepB-Hib1,Measles 1,0
2014-02-25 09:00:00,Penumococcal 1,OPV-2,0
2014-02-25 09:20:00,Rotavirus-1,Yellow Fever,0
2014-02-25 09:40:00,OPV-2,Yellow Fever,1
2014-02-25 10:00:00,DPT-HepB-Hib 2,Measles 1,0
2014-02-25 10:20:00,OPV-3,Rotavirus 2,1
2014-02-25 10:40:00,DPT-HepB-Hib-3,Rotavirus 2,0
2014-02-25 11:00:00,Penumococcal 3,Rotavirus 2,0
2014-02-25 11:20:00,Penumococcal 3,OPV-2,1
2014-02-25 11:40:00,OPV-3,Yellow Fever,1
2014-02-25 12:00:00,OPV-2,Yellow Fever,0
2014-02-25 12:20:00,DPT-HepB-Hib 2,Measles 1,0
2014-02-25 12:40:00,Penumococcal 2,OPV-2,0
2014-02-25 13:00:00,Rotavirus 2,Yellow Fever,0
2014-02-25 13:20:00,OPV-2,Yellow Fever,0
2014-02-25 13:40:00,DPT-HepB-Hib 2,Measles 1,0
2014-02-25 14:00:00,Penumococcal 2,Rotavirus-1,0
2014-02-25 14:20:00,Rotavirus 2,Vitamin A (12month),0
2014-02-25 14:40:00,DPT-HepB-Hib1,Penumococcal 2,1
2014-02-25 15:00:00,Penumococcal 1,Vitamin A (12month),0
2014-02-25 15:20:00,OPV-1,DPT-HepB-Hib-3,1
2014-02-25 15:40:00,Rotavirus-1,DPT-HepB-Hib1,1
2014-02-25 16:00:00,Rotavirus 2,DPT-HepB-Hib1,1
2014-02-25 16:20:00,Penumococcal 2,OPV-0,1
2014-02-25 16:40:00,Vitamin A(18 month),OPV-1,1
2014-02-25 17:00:00,BCG,OPV-0,1
2014-02-25 17:20:00,Vitamin A (6month),Penumococcal 2,1
2014-02-25 17:40:00,Vitamin A (12month),Rotavirus 2,1
2014-02-25 18:00:00,Vitamin A,Rotavirus 2,1
2014-02-27 08:00:00,OPV-0,OPV-0,1
2014-03-04 08:00:00,Vitamin A(18 month),OPV-0,0
2014-03-04 08:20:00,Vitamin A (12month),OPV-1,1
2014-03-04 08:40:00,Measles 1,DPT-HepB-Hib1,1
2014-03-04 09:00:00,Yellow Fever,Penumococcal 1,1
2014-03-04 09:20:00,Yellow Fever,OPV-0,1
2014-03-04 09:40:00,Measles 1,OPV-1,1
2014-03-10 08:00:00,Vitamin A,DPT-HepB-Hib1,1
2014-03-10 08:20:00,Measles 2 ,Penumococcal 1,0
2014-03-10 08:40:00,Measles 2 ,OPV-1,1
2014-03-10 09:00:00,Vitamin A,DPT-HepB-Hib 2,1
2014-03-10 09:20:00,Vitamin A (12month),Penumococcal 1,1
2014-03-10 09:40:00,Measles 1,Penumococcal 2,0
2014-03-10 10:00:00,Yellow Fever,DPT-HepB-Hib1,0
2014-03-10 10:20:00,Vitamin A(18 month),DPT-HepB-Hib 2,1
2014-03-10 10:40:00,OPV-3,DPT-HepB-Hib 2,1
2014-03-10 11:00:00,DPT-HepB-Hib-3,Rotavirus-1,0
2014-03-10 11:20:00,Penumococcal 3,Penumococcal 3,0
2014-03-10 11:40:00,Vitamin A (12month),Rotavirus 2,1
2014-03-10 12:00:00,Vitamin A (6month),Penumococcal 2,1
2014-03-10 12:20:00,OPV-3,Penumococcal 1,1
2014-03-10 12:40:00,DPT-HepB-Hib-3,DPT-HepB-Hib 2,0
2014-03-10 13:00:00,Penumococcal 3,Rotavirus 2,0
2014-03-10 13:20:00,OPV-2,Penumococcal 1,1
2014-03-10 13:40:00,DPT-HepB-Hib 2,Rotavirus-1,0
2014-03-10 14:00:00,Penumococcal 2,Rotavirus-1,0
2014-03-10 14:20:00,Rotavirus 2,Penumococcal 1,0
2014-03-10 14:40:00,OPV-2,Penumococcal 2,0
2014-03-10 15:00:00,DPT-HepB-Hib 2,Rotavirus 2,0
2014-03-10 15:20:00,Penumococcal 2,Rotavirus 2,0
2014-03-10 15:40:00,Rotavirus 2,Penumococcal 2,0
2014-03-11 08:00:00,OPV-3,Rotavirus 2,1
2014-03-11 08:20:00,DPT-HepB-Hib-3,Penumococcal 1,0
2014-03-11 08:40:00,Penumococcal 3,Rotavirus-1,0
2014-03-11 09:00:00,OPV-3,DPT-HepB-Hib 2,0
2014-03-11 09:20:00,DPT-HepB-Hib-3,OPV-0,0
2014-03-11 09:40:00,Penumococcal 3,Vitamin A (6month),0
2014-03-11 10:00:00,Measles 1,Vitamin A,0
2014-03-11 10:20:00,Yellow Fever,Rotavirus 2,0
2014-03-11 10:40:00,OPV-2,Penumococcal 3,1
2014-03-11 11:00:00,DPT-HepB-Hib 2,OPV-0,0
2014-03-11 11:20:00,Penumococcal 2,Vitamin A (6month),0
2014-03-11 11:40:00,Rotavirus 2,Vitamin A,0
2014-03-11 12:00:00,DPT-HepB-Hib1,OPV-0,1
2014-03-11 12:20:00,Penumococcal 1,Measles 1,0
2014-03-11 12:40:00,Rotavirus-1,DPT-HepB-Hib1,0
2014-03-11 13:00:00,OPV-1,Yellow Fever,0
2014-03-11 13:20:00,OPV-2,OPV-0,1
2014-03-11 13:40:00,DPT-HepB-Hib 2,Measles 1,0
2014-03-11 14:00:00,Penumococcal 2,DPT-HepB-Hib1,0
2014-03-11 14:20:00,Rotavirus 2,Yellow Fever,0
2014-03-11 14:40:00,Measles 1,OPV-0,1
2014-03-11 15:00:00,Yellow Fever,Vitamin A (6month),0
2014-03-11 15:20:00,Measles 1,Vitamin A,0
2014-03-11 15:40:00,Yellow Fever,OPV-0,0
2014-03-18 08:00:00,OPV-2,Vitamin A (6month),0
2014-03-18 08:20:00,DPT-HepB-Hib 2,Vitamin A,0
2014-03-18 08:40:00,Penumococcal 2,DPT-HepB-Hib-3,0
2014-03-18 09:00:00,Rotavirus 2,DPT-HepB-Hib 2,0
2014-03-18 09:20:00,Vitamin A,OPV-0,1
2014-03-18 09:40:00,OPV-3,Measles 1,1
2014-03-18 10:00:00,DPT-HepB-Hib-3,DPT-HepB-Hib1,0
2014-03-18 10:20:00,Penumococcal 3,Yellow Fever,0
2014-03-18 10:40:00,Vitamin A (6month),OPV-1,1
2014-03-18 11:00:00,OPV-2,DPT-HepB-Hib 2,0
2014-03-18 11:20:00,DPT-HepB-Hib 2,DPT-HepB-Hib 2,0
2014-03-18 11:40:00,Penumococcal 2,Penumococcal 1,0
2014-03-18 12:00:00,Rotavirus 2,OPV-0,0
2014-03-18 12:20:00,Measles 1,Measles 1,1
2014-03-18 12:40:00,Yellow Fever,DPT-HepB-Hib1,0
2014-03-18 13:00:00,Yellow Fever,OPV-1,1
2014-03-18 13:20:00,Measles 1,DPT-HepB-Hib-3,0
2014-03-18 13:40:00,OPV-2,DPT-HepB-Hib 2,1
2014-03-18 14:00:00,DPT-HepB-Hib 2,DPT-HepB-Hib-3,0
2014-03-18 14:20:00,Penumococcal 2,DPT-HepB-Hib 2,0
2014-03-18 14:40:00,Rotavirus 2,OPV-0,0
2014-03-18 15:00:00,OPV-2,DPT-HepB-Hib 2,0
2014-03-18 15:20:00,DPT-HepB-Hib 2,Penumococcal 2,0
2014-03-18 15:40:00,Penumococcal 2,Rotavirus 2,0
2014-03-18 16:00:00,Rotavirus 2,Rotavirus 2,0
2014-03-18 16:20:00,Vitamin A (12month),OPV-0,0
2014-03-18 16:40:00,Measles 2 ,Penumococcal 2,1
2014-03-18 17:00:00,Measles 2 ,Measles 1,0
2014-03-18 17:20:00,Measles 2 ,Penumococcal 3,0
2014-03-20 08:00:00,Vitamin A,OPV-0,0
2014-03-20 08:20:00,Vitamin A,DPT-HepB-Hib 2,1
2014-03-20 08:40:00,OPV-0,Penumococcal 2,0
2014-03-25 08:00:00,Vitamin A (6month),Rotavirus 2,0
2014-03-25 08:10:00,OPV-1,Penumococcal 2,0
2014-03-25 08:20:00,DPT-HepB-Hib1,DPT-HepB-Hib 2,0
2014-03-25 08:30:00,Penumococcal 1,DPT-HepB-Hib 2,0
2014-03-25 08:40:00,Rotavirus-1,Penumococcal 2,0
2014-03-25 08:50:00,OPV-3,OPV-0,1
2014-03-25 09:00:00,DPT-HepB-Hib-3,Measles 1,0
2014-03-25 09:10:00,Penumococcal 3,Yellow Fever,0
2014-03-25 09:20:00,OPV-2,Yellow Fever,0
2014-03-25 09:30:00,DPT-HepB-Hib 2,Rotavirus 2,0
2014-03-25 09:40:00,Penumococcal 2,Measles 1,0
2014-03-25 09:50:00,Rotavirus 2,DPT-HepB-Hib 2,0
2014-03-25 10:00:00,Measles 1,Yellow Fever,0
2014-03-25 10:10:00,Yellow Fever,Vitamin A (12month),0
2014-03-25 10:20:00,OPV-3,Penumococcal 2,1
2014-03-25 10:30:00,DPT-HepB-Hib-3,Penumococcal 2,0
2014-03-25 10:40:00,Penumococcal 3,Penumococcal 2,0
2014-03-25 10:50:00,Vitamin A (6month),Rotavirus 2,0
2014-03-25 11:00:00,OPV-3,Rotavirus 2,0
2014-03-25 11:10:00,DPT-HepB-Hib-3,Penumococcal 1,0
2014-03-25 11:20:00,Penumococcal 3,Penumococcal 3,0
2014-03-25 11:30:00,OPV-3,Penumococcal 1,0
2014-03-25 11:40:00,DPT-HepB-Hib-3,OPV-1,0
2014-03-25 11:50:00,Penumococcal 3,OPV-2,0
2014-03-25 12:00:00,DPT-HepB-Hib-3,DPT-HepB-Hib 2,1
2014-03-25 12:10:00,Penumococcal 3,OPV-0,0
2014-03-25 12:20:00,Vitamin A (6month),Penumococcal 2,0
2014-03-25 12:30:00,Measles 1,Measles 1,1
2014-03-25 12:40:00,Yellow Fever,Rotavirus 2,0
2014-03-25 12:50:00,OPV-1,Measles 1,1
2014-03-25 13:00:00,DPT-HepB-Hib1,DPT-HepB-Hib 2,0
2014-03-25 13:10:00,Penumococcal 1,Yellow Fever,0
2014-03-25 13:20:00,Rotavirus-1,OPV-1,0
2014-03-25 13:30:00,OPV-1,Penumococcal 2,0
2014-03-25 13:40:00,DPT-HepB-Hib1,OPV-0,0
2014-03-25 13:50:00,Penumococcal 1,Penumococcal 2,0
2014-03-25 14:00:00,Rotavirus-1,Measles 1,0
2014-03-25 14:10:00,OPV-2,Penumococcal 3,0
2014-03-25 14:20:00,DPT-HepB-Hib 2,OPV-0,0
2014-03-25 14:30:00,Penumococcal 2,Penumococcal 2,0
2014-03-25 14:40:00,Rotavirus 2,Measles 1,0
2014-03-25 14:50:00,Measles 2 ,OPV-0,1
2014-03-25 15:00:00,Measles 2 ,Penumococcal 2,0
2014-03-25 15:10:00,Measles 2 ,Measles 1,0
2014-03-25 15:20:00,DPT-HepB-Hib-3,Penumococcal 2,1
2014-03-25 15:30:00,OPV-3,Measles 1,1
2014-03-25 15:40:00,Penumococcal 3,Penumococcal 3,1
2014-03-31 08:00:00,Vitamin A(18 month),OPV-1,1
2014-04-01 08:20:00,Vitamin A (12month),Penumococcal 2,0
2014-04-01 08:40:00,Measles 1,Penumococcal 1,0
2014-04-01 09:00:00,Yellow Fever,DPT-HepB-Hib-3,0
2014-04-01 09:20:00,DPT-HepB-Hib1,OPV-2,1
2014-04-01 09:40:00,OPV-1,DPT-HepB-Hib 2,0
2014-04-01 10:00:00,Penumococcal 1,Penumococcal 1,0
2014-04-01 10:20:00,Rotavirus-1,DPT-HepB-Hib-3,0
2014-04-01 10:40:00,DPT-HepB-Hib1,OPV-2,1
2014-04-01 11:00:00,OPV-1,DPT-HepB-Hib 2,0
2014-04-01 11:20:00,Penumococcal 1,Rotavirus 2,0
2014-04-01 11:40:00,Rotavirus-1,OPV-1,0
2014-04-05 08:00:00,OPV-0,DPT-HepB-Hib1,1
2014-04-08 08:00:00,OPV-1,Penumococcal 1,1
2014-04-08 08:20:00,DPT-HepB-Hib1,Penumococcal 2,0
2014-04-08 08:40:00,Penumococcal 1,Penumococcal 2,0
2014-04-08 09:00:00,Rotavirus-1,Penumococcal 2,0
2014-04-08 09:20:00,OPV-1,Penumococcal 2,0
2014-04-08 09:40:00,DPT-HepB-Hib1,DPT-HepB-Hib 2,0
2014-04-08 10:00:00,Penumococcal 1,Measles 1,0
2014-04-08 10:20:00,Rotavirus-1,OPV-3,0
2014-04-08 10:40:00,OPV-2,Yellow Fever,0
2014-04-08 11:00:00,DPT-HepB-Hib 2,Rotavirus-1,0
2014-04-08 11:20:00,Penumococcal 2,Penumococcal 2,0
2014-04-08 11:40:00,Rotavirus 2,OPV-1,0
2014-04-08 12:00:00,OPV-0,Penumococcal 1,0
2014-04-08 12:20:00,OPV-0,DPT-HepB-Hib 2,0
2014-04-10 08:00:00,Vitamin A (12month),Penumococcal 2,1
2014-04-10 08:20:00,Measles 2 ,OPV-1,0
2014-04-10 08:40:00,Measles 2 ,Penumococcal 1,0
2014-04-10 09:00:00,Vitamin A(18 month),DPT-HepB-Hib 2,0
2014-04-10 09:20:00,OPV-2,Penumococcal 2,1
2014-04-10 09:40:00,DPT-HepB-Hib 2,Penumococcal 1,0
2014-04-10 10:00:00,Penumococcal 2,Penumococcal 1,0
2014-04-10 10:20:00,Rotavirus 2,DPT-HepB-Hib-3,0
2014-04-14 08:00:00,OPV-3,DPT-HepB-Hib1,0
2014-04-14 08:20:00,DPT-HepB-Hib-3,DPT-HepB-Hib 2,0
2014-04-14 08:40:00,Penumococcal 3,OPV-2,0
2014-04-14 09:00:00,Measles 2 ,DPT-HepB-Hib-3,1
2014-04-14 09:20:00,Measles 2 ,DPT-HepB-Hib1,0
2014-04-14 09:40:00,Measles 2 ,DPT-HepB-Hib 2,0
2014-04-14 10:00:00,Measles 2 ,Rotavirus 2,0
2014-04-15 08:00:00,BCG,OPV-1,0
2014-04-15 20:10:00,BCG,DPT-HepB-Hib1,1
2014-04-15 08:20:00,OPV-0,Penumococcal 1,0
2014-04-15 20:30:00,BCG,Penumococcal 1,0
2014-04-15 08:40:00,Vitamin A (6month),Penumococcal 1,0
2014-04-15 20:50:00,Measles 1,Yellow Fever,0
2014-04-15 09:00:00,Yellow Fever,Penumococcal 1,0
2014-04-15 21:10:00,OPV-3,Penumococcal 1,1
2014-04-15 09:20:00,DPT-HepB-Hib-3,OPV-3,0
2014-04-15 21:30:00,Penumococcal 3,Rotavirus 2,0
2014-04-15 09:40:00,Yellow Fever,OPV-1,1
2014-04-15 21:50:00,Measles 1,DPT-HepB-Hib1,0
2014-04-15 10:00:00,Yellow Fever,Penumococcal 1,0
2014-04-15 22:10:00,Measles 1,DPT-HepB-Hib 2,0
2014-04-15 10:20:00,Yellow Fever,Penumococcal 2,0
2014-04-15 22:30:00,Vitamin A (12month),Measles 1,1
2014-04-15 10:40:00,OPV-3,Penumococcal 1,1
2014-04-15 22:50:00,DPT-HepB-Hib-3,Penumococcal 1,0
2014-04-15 11:00:00,Penumococcal 3,Penumococcal 1,0
2014-04-15 23:10:00,OPV-2,Penumococcal 1,0
2014-04-15 11:20:00,DPT-HepB-Hib 2,Rotavirus-1,0
2014-04-15 23:30:00,Penumococcal 2,Rotavirus-1,0
2014-04-15 11:40:00,Rotavirus 2,Penumococcal 1,0
2014-04-15 23:50:00,OPV-3,Rotavirus-1,0
2014-04-15 12:00:00,DPT-HepB-Hib-3,Penumococcal 3,0
2014-04-15 00:10:00,Penumococcal 3,DPT-HepB-Hib 2,0
2014-04-15 12:20:00,OPV-3,Penumococcal 2,0
2014-04-15 00:30:00,DPT-HepB-Hib-3,DPT-HepB-Hib 2,0
2014-04-15 12:40:00,Penumococcal 3,Penumococcal 2,0
2014-04-15 00:50:00,Measles 1,Measles 1,0
2014-04-15 13:00:00,Yellow Fever,DPT-HepB-Hib 2,0
2014-04-15 01:10:00,OPV-1,DPT-HepB-Hib 2,1
2014-04-15 13:20:00,DPT-HepB-Hib1,DPT-HepB-Hib 2,0
2014-04-15 01:30:00,Penumococcal 1,DPT-HepB-Hib 2,0
2014-04-15 13:40:00,Rotavirus-1,DPT-HepB-Hib 2,0
2014-04-15 01:50:00,Vitamin A (6month),Yellow Fever,0
2014-04-15 14:00:00,Measles 1,DPT-HepB-Hib 2,0
2014-04-15 02:10:00,Yellow Fever,Penumococcal 2,0
2014-04-15 14:20:00,BCG,Measles 1,1
2014-04-15 02:30:00,Vitamin A(18 month),Rotavirus 2,1
2014-04-15 14:40:00,Vitamin A(18 month),OPV-1,1
2014-04-15 02:50:00,Vitamin A(18 month),DPT-HepB-Hib1,1
2014-04-15 15:00:00,Measles 2 ,Yellow Fever,1
2014-04-15 03:10:00,Penumococcal 3,DPT-HepB-Hib 2,1
2014-04-17 08:00:00,Vitamin A,Penumococcal 2,1
2014-04-22 08:00:00,OPV-1,Measles 1,1
2014-04-22 08:20:00,DPT-HepB-Hib1,DPT-HepB-Hib 2,0
2014-04-22 08:40:00,Penumococcal 1,Penumococcal 2,0
2014-04-22 09:00:00,Rotavirus-1,Measles 1,0
2014-04-22 09:20:00,OPV-3,DPT-HepB-Hib 2,0
2014-04-22 09:40:00,DPT-HepB-Hib-3,DPT-HepB-Hib 2,0
2014-04-22 10:00:00,Penumococcal 3,Penumococcal 1,0
2014-04-22 10:20:00,Yellow Fever,Rotavirus 2,1
2014-04-22 10:40:00,Measles 1,DPT-HepB-Hib1,0
2014-04-22 11:00:00,OPV-3,DPT-HepB-Hib 2,1
2014-04-22 11:20:00,DPT-HepB-Hib-3,Penumococcal 3,0
2014-04-29 08:00:00,Vitamin A (6month),OPV-1,1
2014-04-29 08:20:00,BCG,Rotavirus-1,0
2014-04-29 08:40:00,Measles 1,Rotavirus-1,1
2014-04-29 09:00:00,Yellow Fever,DPT-HepB-Hib-3,0
2014-04-29 09:20:00,BCG,DPT-HepB-Hib-3,1
2014-04-29 09:40:00,OPV-0,DPT-HepB-Hib-3,0
2014-04-29 10:00:00,Vitamin A (6month),OPV-3,0
2014-04-29 10:20:00,Measles 1,Measles 1,0
2014-04-29 10:40:00,Yellow Fever,Rotavirus 2,0
2014-04-29 11:00:00,Measles 1,Penumococcal 1,0
2014-04-29 11:20:00,Yellow Fever,Rotavirus 2,0
2014-04-29 11:40:00,OPV-3,DPT-HepB-Hib1,1
2014-04-29 12:00:00,DPT-HepB-Hib-3,DPT-HepB-Hib 2,0
2014-04-29 12:20:00,Penumococcal 3,DPT-HepB-Hib1,0
2014-04-29 12:40:00,OPV-2,Yellow Fever,1
2014-04-29 13:00:00,DPT-HepB-Hib 2,Measles 1,0
2014-04-29 13:20:00,Penumococcal 2,Rotavirus-1,0
2014-04-29 13:40:00,Rotavirus 2,OPV-1,0
2014-04-29 14:00:00,Vitamin A (6month),DPT-HepB-Hib1,1
2014-04-29 14:20:00,Vitamin A (6month),Yellow Fever,0
